Dia;       Friday, 03. February 2023;  Hora de Inicio;    07:34:33
Hora [HH:MM:SS]; Temperatura[Celsius];  Humedad[%];  OK?[I/O]
09:18:10; 22.20; 25.00;  0
09:18:20; 22.20; 25.00;  0
09:18:31; 22.30; 25.00;  0
09:18:42; 22.30; 25.00;  0
09:18:52; 22.30; 25.00;  0
09:19:03; 22.30; 25.00;  0
09:19:13; 22.30; 25.00;  0
09:19:23; 22.30; 25.00;  0
09:19:33; 22.30; 25.00;  0
09:19:44; 22.30; 25.00;  0
09:19:54; 22.30; 25.00;  0
09:20:04; 22.30; 25.00;  0
09:20:14; 22.30; 25.00;  0
09:20:25; 22.30; 25.00;  0
09:20:35; 22.30; 25.00;  0
09:20:46; 22.30; 25.00;  0
09:20:56; 22.20; 25.00;  0
09:21:07; 22.20; 25.00;  0
09:21:17; 22.20; 25.00;  0
09:21:27; 22.10; 25.00;  0
09:21:37; 22.10; 25.00;  0
09:21:48; 22.10; 25.00;  0
09:21:58; 22.20; 25.00;  0
09:22:08; 22.10; 25.00;  0
09:22:18; 22.10; 25.00;  0
09:22:29; 22.10; 25.00;  0
09:22:39; 22.10; 25.00;  0
09:22:50; 22.10; 25.00;  0
09:23:01; 22.10; 25.00;  0
09:23:11; 22.10; 25.00;  0
09:23:21; 22.20; 25.00;  0
09:23:31; 22.20; 25.00;  0
09:23:42; 22.20; 25.00;  0
09:23:52; 22.20; 25.00;  0
09:24:02; 22.20; 25.00;  0
09:24:12; 22.20; 25.00;  0
09:24:23; 22.30; 25.00;  0
09:24:33; 22.20; 25.00;  0
09:24:44; 22.30; 25.00;  0
09:24:54; 22.20; 25.00;  0
09:25:05; 22.20; 25.00;  0
09:25:15; 22.20; 25.00;  0
09:25:25; 22.20; 25.00;  0
09:25:35; 22.10; 25.00;  0
09:25:46; 22.10; 25.00;  0
09:25:56; 22.20; 25.00;  0
09:26:06; 22.20; 25.00;  0
09:26:16; 22.20; 25.00;  0
09:26:27; 22.20; 25.00;  0
09:26:37; 22.20; 25.00;  0
09:26:48; 22.20; 25.00;  0
09:26:58; 22.20; 25.00;  0
09:27:09; 22.30; 25.00;  0
09:27:19; 22.20; 25.00;  0
09:27:29; 22.30; 26.00;  0
09:27:39; 22.30; 26.00;  0
09:27:50; 22.30; 25.00;  0
09:28:00; 22.30; 25.00;  0
09:28:10; 22.30; 25.00;  0
09:28:20; 22.30; 25.00;  0
09:28:31; 22.30; 25.00;  0
09:28:42; 22.30; 25.00;  0
09:28:52; 22.30; 25.00;  0
09:29:03; 22.30; 25.00;  0
09:29:13; 22.30; 25.00;  0
09:29:23; 22.30; 25.00;  0
09:29:33; 22.30; 25.00;  0
09:29:44; 22.30; 25.00;  0
09:29:54; 22.40; 25.00;  0
09:30:04; 22.40; 25.00;  0
09:30:14; 22.40; 25.00;  0
09:30:25; 22.30; 25.00;  0
09:30:35; 22.30; 25.00;  0
09:30:46; 22.30; 25.00;  0
09:30:56; 22.40; 25.00;  0
09:31:06; 22.40; 25.00;  0
09:31:16; 22.40; 24.00;  0
09:31:27; 22.40; 24.00;  0
09:31:37; 22.40; 24.00;  0
09:31:48; 22.40; 24.00;  0
09:31:58; 22.40; 24.00;  0
09:32:09; 22.40; 24.00;  0
09:32:19; 22.40; 24.00;  0
09:32:29; 22.50; 24.00;  0
09:32:39; 22.50; 24.00;  0
09:32:50; 22.50; 24.00;  0
09:33:00; 22.50; 24.00;  0
09:33:10; 22.40; 24.00;  0
09:33:20; 22.40; 24.00;  0
09:33:31; 22.40; 24.00;  0
09:33:42; 22.30; 24.00;  0
09:33:52; 22.30; 24.00;  0
09:34:03; 22.30; 25.00;  0
09:34:13; 22.30; 25.00;  0
09:34:23; 22.30; 25.00;  0
09:34:33; 22.40; 25.00;  0
09:34:44; 22.40; 25.00;  0
09:34:54; 22.40; 25.00;  0
09:35:04; 22.40; 24.00;  0
09:35:14; 22.40; 24.00;  0
09:35:25; 22.40; 24.00;  0
09:35:35; 22.40; 24.00;  0
09:35:46; 22.40; 24.00;  0
09:35:56; 22.40; 24.00;  0
09:36:07; 22.40; 25.00;  0
09:36:17; 22.40; 25.00;  0
09:36:27; 22.50; 25.00;  0
09:36:37; 22.50; 24.00;  0
09:36:48; 22.50; 24.00;  0
09:36:58; 22.50; 24.00;  0
09:37:08; 22.50; 24.00;  0
09:37:18; 22.50; 24.00;  0
09:37:29; 22.50; 24.00;  0
09:37:39; 22.50; 24.00;  0
09:37:50; 22.50; 24.00;  0
09:38:01; 22.50; 24.00;  0
09:38:11; 22.50; 24.00;  0
09:38:21; 22.50; 24.00;  0
09:38:31; 22.50; 24.00;  0
09:38:42; 22.50; 24.00;  0
